Video Name,Frame ID,Object ID,Class ID,Class Name,Confidence,BoundingBox_X,BoundingBox_Y,BoundingBox_Width,BoundingBox_Height
Airplane_Não classificados_8.mp4,30963.0,1,4.0,airplane,0.27001953125,101.4375,514.0,34.1875,16.0
Airplane_Não classificados_8.mp4,30964.0,1,4.0,airplane,0.315673828125,101.3125,514.0,34.4375,16.0
Airplane_Não classificados_8.mp4,30965.0,1,4.0,airplane,0.322509765625,101.3125,514.0,34.4375,16.0
Airplane_Não classificados_8.mp4,30966.0,1,4.0,airplane,0.29833984375,101.5625,514.0,34.3125,16.0
Airplane_Não classificados_8.mp4,30967.0,1,4.0,airplane,0.316650390625,101.5625,514.0,34.4375,16.0
Airplane_Não classificados_8.mp4,30968.0,1,4.0,airplane,0.322509765625,101.625,514.0,34.375,16.0
Airplane_Não classificados_8.mp4,30969.0,1,4.0,airplane,0.36669921875,101.625,514.0,34.375,16.0
Airplane_Não classificados_8.mp4,30970.0,1,4.0,airplane,0.38623046875,101.4375,514.0,34.5625,16.0
Airplane_Não classificados_8.mp4,30971.0,1,4.0,airplane,0.38818359375,101.4375,514.0,34.6875,16.0
Airplane_Não classificados_8.mp4,30972.0,1,4.0,airplane,0.376220703125,101.4375,514.0,34.6875,16.0
Airplane_Não classificados_8.mp4,30973.0,1,4.0,airplane,0.3779296875,101.3125,514.0,34.8125,16.0
Airplane_Não classificados_8.mp4,30974.0,1,4.0,airplane,0.375244140625,101.375,514.0,34.875,16.0
Airplane_Não classificados_8.mp4,30975.0,1,4.0,airplane,0.37744140625,101.8125,514.0,34.4375,16.0
Airplane_Não classificados_8.mp4,30976.0,1,4.0,airplane,0.401611328125,102.125,514.0,34.125,16.0
Airplane_Não classificados_8.mp4,30977.0,1,4.0,airplane,0.3994140625,101.9375,514.0,34.3125,16.0
Airplane_Não classificados_8.mp4,30978.0,1,4.0,airplane,0.4111328125,101.75,513.5,34.5,16.5
Airplane_Não classificados_8.mp4,30979.0,1,4.0,airplane,0.406005859375,101.6875,513.5,34.5625,16.5
Airplane_Não classificados_8.mp4,30980.0,1,4.0,airplane,0.401611328125,101.3125,513.5,35.0625,16.0
Airplane_Não classificados_8.mp4,30981.0,1,4.0,airplane,0.408203125,101.3125,513.5,35.0625,16.0
Airplane_Não classificados_8.mp4,30982.0,1,4.0,airplane,0.419677734375,100.875,513.5,35.625,16.0
Airplane_Não classificados_8.mp4,30983.0,1,4.0,airplane,0.355224609375,101.25,513.5,35.75,16.0
Airplane_Não classificados_8.mp4,30984.0,1,4.0,airplane,0.356201171875,101.25,513.5,35.75,16.0
Airplane_Não classificados_8.mp4,30985.0,1,4.0,airplane,0.328125,101.375,514.0,35.625,15.5
Airplane_Não classificados_8.mp4,30986.0,1,4.0,airplane,0.28857421875,101.375,514.0,35.5,15.5
Airplane_Não classificados_8.mp4,30987.0,1,4.0,airplane,0.259765625,101.625,514.0,35.25,15.5
Airplane_Não classificados_8.mp4,30988.0,1,4.0,airplane,0.2568359375,101.75,514.0,35.125,15.5
Airplane_Não classificados_8.mp4,31012.0,1,4.0,airplane,0.259033203125,103.5,515.0,37.5,14.5
Airplane_Não classificados_8.mp4,31013.0,1,4.0,airplane,0.28857421875,103.4375,514.5,37.5625,15.0
Airplane_Não classificados_8.mp4,31014.0,1,4.0,airplane,0.289306640625,103.375,514.5,37.625,15.0
Airplane_Não classificados_8.mp4,31015.0,1,4.0,airplane,0.28466796875,103.375,514.5,37.625,15.0
Airplane_Não classificados_8.mp4,31016.0,1,4.0,airplane,0.2978515625,103.3125,514.5,37.6875,15.0
Airplane_Não classificados_8.mp4,31017.0,1,4.0,airplane,0.27783203125,103.25,514.5,37.75,15.0
Airplane_Não classificados_8.mp4,31018.0,1,4.0,airplane,0.256103515625,103.1875,515.0,37.8125,14.5
Airplane_Não classificados_8.mp4,31026.0,1,4.0,airplane,0.3037109375,103.0625,514.0,39.5625,15.0
Airplane_Não classificados_8.mp4,31027.0,1,4.0,airplane,0.33447265625,103.5625,513.5,38.8125,16.0
Airplane_Não classificados_8.mp4,31028.0,1,4.0,airplane,0.32373046875,103.3125,513.5,39.6875,15.5
Airplane_Não classificados_8.mp4,31029.0,1,4.0,airplane,0.322509765625,103.0625,513.5,40.0625,15.5
Airplane_Não classificados_8.mp4,31030.0,1,4.0,airplane,0.315673828125,102.75,514.0,40.5,15.0
Airplane_Não classificados_8.mp4,31031.0,1,4.0,airplane,0.3203125,102.6875,514.0,40.6875,15.0
Airplane_Não classificados_8.mp4,31032.0,1,4.0,airplane,0.31787109375,102.8125,514.0,40.4375,15.0
Airplane_Não classificados_8.mp4,31033.0,1,4.0,airplane,0.319580078125,102.75,514.0,40.625,15.0
Airplane_Não classificados_8.mp4,31034.0,1,4.0,airplane,0.336669921875,102.6875,514.0,40.8125,15.0
Airplane_Não classificados_8.mp4,31035.0,1,4.0,airplane,0.31689453125,102.75,514.5,41.25,14.5
Airplane_Não classificados_8.mp4,31036.0,1,4.0,airplane,0.318603515625,102.8125,514.0,41.3125,15.0
Airplane_Não classificados_8.mp4,31037.0,1,4.0,airplane,0.3173828125,102.8125,514.0,41.4375,15.0
Airplane_Não classificados_8.mp4,31038.0,1,4.0,airplane,0.318603515625,102.8125,514.0,41.4375,15.0
Airplane_Não classificados_8.mp4,31039.0,1,4.0,airplane,0.316162109375,102.8125,514.0,41.4375,15.0
Airplane_Não classificados_8.mp4,31040.0,1,4.0,airplane,0.32861328125,103.375,514.0,41.125,15.0
Airplane_Não classificados_8.mp4,31041.0,1,4.0,airplane,0.330322265625,103.4375,514.0,41.1875,15.0
Airplane_Não classificados_8.mp4,31042.0,1,4.0,airplane,0.319091796875,103.875,514.0,40.625,15.0
Airplane_Não classificados_8.mp4,31043.0,1,4.0,airplane,0.341064453125,104.0,514.5,40.5,14.5
Airplane_Não classificados_8.mp4,31044.0,1,4.0,airplane,0.345947265625,104.0625,514.0,40.3125,15.0
Airplane_Não classificados_8.mp4,31045.0,1,4.0,airplane,0.3544921875,104.3125,514.0,40.0625,15.0
Airplane_Não classificados_8.mp4,31046.0,1,4.0,airplane,0.362548828125,103.625,514.5,40.875,15.0
Airplane_Não classificados_8.mp4,31047.0,1,4.0,airplane,0.37060546875,104.125,514.0,40.375,15.0
Airplane_Não classificados_8.mp4,31048.0,1,4.0,airplane,0.36376953125,104.125,514.0,40.375,15.0
Airplane_Não classificados_8.mp4,31049.0,1,4.0,airplane,0.36474609375,104.0,514.0,40.5,15.0
Airplane_Não classificados_8.mp4,31050.0,1,4.0,airplane,0.382080078125,103.125,514.5,41.75,15.0
Airplane_Não classificados_8.mp4,31051.0,1,4.0,airplane,0.392822265625,103.0,514.5,42.0,15.0
Airplane_Não classificados_8.mp4,31052.0,1,4.0,airplane,0.3974609375,103.0625,514.5,41.9375,14.5
Airplane_Não classificados_8.mp4,31053.0,1,4.0,airplane,0.393310546875,103.0,514.5,42.0,14.5
Airplane_Não classificados_8.mp4,31054.0,1,4.0,airplane,0.388671875,103.0,514.5,42.25,15.0
Airplane_Não classificados_8.mp4,31055.0,1,4.0,airplane,0.36669921875,103.0,514.5,42.125,15.0
Airplane_Não classificados_8.mp4,31056.0,1,4.0,airplane,0.35400390625,103.375,514.5,41.875,15.0
Airplane_Não classificados_8.mp4,31057.0,1,4.0,airplane,0.37353515625,103.6875,514.5,41.5625,15.0
Airplane_Não classificados_8.mp4,31058.0,1,4.0,airplane,0.37060546875,104.0,514.5,41.25,15.0
Airplane_Não classificados_8.mp4,31059.0,1,4.0,airplane,0.38037109375,103.9375,514.0,41.4375,15.5
Airplane_Não classificados_8.mp4,31060.0,1,4.0,airplane,0.377197265625,104.125,514.0,41.25,15.5
Airplane_Não classificados_8.mp4,31061.0,1,4.0,airplane,0.389892578125,104.1875,514.0,41.1875,15.5
Airplane_Não classificados_8.mp4,31062.0,1,4.0,airplane,0.414794921875,104.625,514.0,40.875,15.5
Airplane_Não classificados_8.mp4,31063.0,1,4.0,airplane,0.408203125,104.625,514.0,40.875,15.5
Airplane_Não classificados_8.mp4,31064.0,1,4.0,airplane,0.39990234375,104.625,513.5,40.875,16.0
Airplane_Não classificados_8.mp4,31065.0,1,4.0,airplane,0.442626953125,105.0,513.5,40.75,16.0
Airplane_Não classificados_8.mp4,31066.0,1,4.0,airplane,0.441162109375,105.3125,513.5,40.5625,16.0
Airplane_Não classificados_8.mp4,31067.0,1,4.0,airplane,0.436279296875,105.125,513.5,40.875,16.0
Airplane_Não classificados_8.mp4,31068.0,1,4.0,airplane,0.43212890625,105.25,513.5,40.75,16.0
Airplane_Não classificados_8.mp4,31069.0,1,4.0,airplane,0.43212890625,105.25,513.5,40.75,16.0
Airplane_Não classificados_8.mp4,31070.0,1,4.0,airplane,0.419677734375,105.3125,513.5,40.6875,16.0
Airplane_Não classificados_8.mp4,31071.0,1,4.0,airplane,0.435302734375,105.25,513.5,40.875,15.5
Airplane_Não classificados_8.mp4,31072.0,1,4.0,airplane,0.41357421875,105.625,513.5,40.375,15.5
Airplane_Não classificados_8.mp4,31073.0,1,4.0,airplane,0.403564453125,105.5,513.5,40.625,15.5
Airplane_Não classificados_8.mp4,31074.0,1,4.0,airplane,0.3955078125,105.5,513.5,40.75,15.5
Airplane_Não classificados_8.mp4,31075.0,1,4.0,airplane,0.319091796875,106.125,513.5,40.25,15.5
Airplane_Não classificados_8.mp4,31076.0,1,4.0,airplane,0.326416015625,106.0625,513.5,40.3125,15.5
Airplane_Não classificados_8.mp4,31077.0,1,4.0,airplane,0.32861328125,106.125,513.5,40.25,15.5
Airplane_Não classificados_8.mp4,31078.0,1,4.0,airplane,0.326904296875,106.0625,513.5,40.3125,15.5
Airplane_Não classificados_8.mp4,31079.0,1,4.0,airplane,0.33056640625,106.0625,513.5,40.3125,15.5
Airplane_Não classificados_8.mp4,31080.0,1,4.0,airplane,0.33544921875,106.125,514.0,40.125,15.0
Airplane_Não classificados_8.mp4,31081.0,1,4.0,airplane,0.33642578125,106.25,514.0,40.25,15.0
Airplane_Não classificados_8.mp4,31082.0,1,4.0,airplane,0.3447265625,106.3125,514.0,40.3125,15.0
Airplane_Não classificados_8.mp4,31083.0,1,4.0,airplane,0.3642578125,106.25,513.5,40.25,15.5
Airplane_Não classificados_8.mp4,31084.0,1,4.0,airplane,0.3525390625,106.25,514.0,40.125,15.0
Airplane_Não classificados_8.mp4,31085.0,1,4.0,airplane,0.35400390625,106.3125,513.5,41.1875,15.5
Airplane_Não classificados_8.mp4,31086.0,1,4.0,airplane,0.341552734375,106.25,513.5,42.25,15.0
Airplane_Não classificados_8.mp4,31087.0,1,4.0,airplane,0.369384765625,106.25,513.5,42.25,15.0
Airplane_Não classificados_8.mp4,31088.0,1,4.0,airplane,0.343017578125,106.3125,513.5,42.4375,15.0
Airplane_Não classificados_8.mp4,31089.0,1,4.0,airplane,0.3447265625,106.3125,513.5,42.4375,15.0
Airplane_Não classificados_8.mp4,31090.0,1,4.0,airplane,0.3896484375,106.375,513.5,42.5,15.0
Airplane_Não classificados_8.mp4,31091.0,1,4.0,airplane,0.355224609375,106.5625,514.0,42.3125,14.5
Airplane_Não classificados_8.mp4,31092.0,1,4.0,airplane,0.353515625,106.5,513.5,42.625,15.0
Airplane_Não classificados_8.mp4,31093.0,1,4.0,airplane,0.35400390625,106.5,513.5,42.625,15.0
Airplane_Não classificados_8.mp4,31094.0,1,4.0,airplane,0.357177734375,106.5,513.5,42.5,15.0
Airplane_Não classificados_8.mp4,31095.0,1,4.0,airplane,0.33544921875,106.5,513.5,42.625,15.0
Airplane_Não classificados_8.mp4,31096.0,1,4.0,airplane,0.357666015625,106.625,513.5,42.5,15.0
Airplane_Não classificados_8.mp4,31097.0,1,4.0,airplane,0.353515625,106.625,513.5,42.375,15.5
Airplane_Não classificados_8.mp4,31098.0,1,4.0,airplane,0.3359375,106.8125,513.5,42.3125,15.5
Airplane_Não classificados_8.mp4,31099.0,1,4.0,airplane,0.37158203125,106.6875,514.0,42.4375,15.0
Airplane_Não classificados_8.mp4,31100.0,1,4.0,airplane,0.337646484375,106.875,513.5,42.625,15.5
Airplane_Não classificados_8.mp4,31101.0,1,4.0,airplane,0.35302734375,106.875,513.5,42.75,15.5
Airplane_Não classificados_8.mp4,31102.0,1,4.0,airplane,0.322021484375,106.9375,514.0,42.9375,15.0
