Video Name,Frame ID,Object ID,Class ID,Class Name,Confidence,BoundingBox_X,BoundingBox_Y,BoundingBox_Width,BoundingBox_Height
Airplane_Voando - frente_3.mp4,7203.0,1,4.0,airplane,0.33544921875,591.0,203.0,43.5,15.0
Airplane_Voando - frente_3.mp4,7206.0,1,4.0,airplane,0.6240234375,535.5,179.75,55.0,19.125
Airplane_Voando - frente_3.mp4,7207.0,1,4.0,airplane,0.55615234375,523.0,175.125,51.0,18.875
Airplane_Voando - frente_3.mp4,7209.0,1,4.0,airplane,0.30029296875,484.0,161.5,50.0,20.25
Airplane_Voando - frente_3.mp4,7210.0,1,4.0,airplane,0.66796875,462.75,155.875,52.75,19.375
Airplane_Voando - frente_3.mp4,7211.0,1,4.0,airplane,0.478515625,444.25,149.125,52.0,18.375
Airplane_Voando - frente_3.mp4,7212.0,1,4.0,airplane,0.5126953125,426.25,146.5,51.25,18.125
Airplane_Voando - frente_3.mp4,7213.0,1,4.0,airplane,0.5341796875,426.25,146.5,51.0,18.0
Airplane_Voando - frente_3.mp4,7214.0,1,4.0,airplane,0.4755859375,391.75,134.375,50.25,20.875
Airplane_Voando - frente_3.mp4,7215.0,1,4.0,airplane,0.57080078125,371.5,129.0,51.25,20.625
Airplane_Voando - frente_3.mp4,7216.0,1,4.0,airplane,0.390380859375,352.25,121.5625,51.25,21.9375
Airplane_Voando - frente_3.mp4,7217.0,1,4.0,airplane,0.38037109375,331.0,115.125,56.25,20.875
Airplane_Voando - frente_3.mp4,7218.0,1,4.0,airplane,0.46826171875,311.5,110.3125,53.0,20.5625
Airplane_Voando - frente_3.mp4,7219.0,1,4.0,airplane,0.40966796875,296.25,102.0625,52.0,21.0625
Airplane_Voando - frente_3.mp4,7220.0,1,4.0,airplane,0.345458984375,280.5,97.0,53.25,18.75
Airplane_Voando - frente_3.mp4,7221.0,1,4.0,airplane,0.28173828125,262.0,89.9375,52.75,19.6875
Airplane_Voando - frente_3.mp4,7223.0,1,4.0,airplane,0.312744140625,226.25,76.5,54.25,21.1875
Airplane_Voando - frente_3.mp4,7229.0,1,4.0,airplane,0.375244140625,230.25,74.8125,57.25,21.5625
Airplane_Voando - frente_3.mp4,7230.0,1,4.0,airplane,0.31201171875,224.25,74.8125,62.75,21.5625
Airplane_Voando - frente_3.mp4,7231.0,1,4.0,airplane,0.650390625,224.0,75.375,62.75,22.0
Airplane_Voando - frente_3.mp4,7232.0,1,4.0,airplane,0.583984375,233.0,74.625,54.0,23.125
Airplane_Voando - frente_3.mp4,7233.0,1,4.0,airplane,0.68408203125,225.625,75.1875,57.875,21.75
Airplane_Voando - frente_3.mp4,7234.0,1,4.0,airplane,0.35888671875,234.25,78.4375,47.0,18.5
Airplane_Voando - frente_3.mp4,7238.0,1,4.0,airplane,0.267333984375,235.5,78.6875,45.5,18.25
Airplane_Voando - frente_3.mp4,7240.0,1,4.0,airplane,0.368408203125,236.25,78.125,49.75,19.5
Airplane_Voando - frente_3.mp4,7246.0,1,4.0,airplane,0.297119140625,237.75,76.0,42.75,21.8125
Airplane_Voando - frente_3.mp4,7249.0,1,4.0,airplane,0.322509765625,238.0,76.375,53.0,21.75
Airplane_Voando - frente_3.mp4,7250.0,1,4.0,airplane,0.2763671875,237.125,76.0625,53.375,22.0
Airplane_Voando - frente_3.mp4,7252.0,1,4.0,airplane,0.273193359375,238.25,75.8125,55.5,22.75
Airplane_Voando - frente_3.mp4,7253.0,1,4.0,airplane,0.251953125,238.0,77.125,56.0,21.5
Airplane_Voando - frente_3.mp4,7255.0,1,4.0,airplane,0.35888671875,239.0,76.4375,55.5,22.5625
Airplane_Voando - frente_3.mp4,7256.0,1,4.0,airplane,0.267333984375,237.25,74.625,56.0,23.0625
Airplane_Voando - frente_3.mp4,7260.0,1,4.0,airplane,0.30517578125,234.25,77.8125,53.75,21.125
Airplane_Voando - frente_3.mp4,7261.0,1,4.0,airplane,0.271240234375,237.875,76.125,56.375,22.1875
Airplane_Voando - frente_3.mp4,7262.0,1,4.0,airplane,0.448486328125,230.375,76.5625,64.625,22.4375
Airplane_Voando - frente_3.mp4,7263.0,1,4.0,airplane,0.420166015625,237.5,76.25,48.5,21.875
Airplane_Voando - frente_3.mp4,7264.0,1,4.0,airplane,0.325439453125,238.375,76.8125,47.125,21.6875
Airplane_Voando - frente_3.mp4,7265.0,1,4.0,airplane,0.2685546875,232.25,76.5625,53.25,22.8125
Airplane_Voando - frente_3.mp4,7266.0,1,4.0,airplane,0.393310546875,236.375,77.375,55.125,21.75
Airplane_Voando - frente_3.mp4,7267.0,1,4.0,airplane,0.33935546875,228.5,75.5,62.0,22.5625
Airplane_Voando - frente_3.mp4,7268.0,1,4.0,airplane,0.4580078125,230.5,76.1875,56.5,21.5625
Airplane_Voando - frente_3.mp4,7269.0,1,4.0,airplane,0.356201171875,229.5,76.625,62.25,20.6875
Airplane_Voando - frente_3.mp4,7270.0,1,4.0,airplane,0.30322265625,230.125,76.8125,67.125,20.4375
Airplane_Voando - frente_3.mp4,7271.0,1,4.0,airplane,0.281005859375,230.0,75.625,70.25,21.375
Airplane_Voando - frente_3.mp4,7272.0,1,4.0,airplane,0.369384765625,231.5,77.25,69.25,20.625
Airplane_Voando - frente_3.mp4,7273.0,1,4.0,airplane,0.285888671875,230.625,76.375,59.125,21.1875
Airplane_Voando - frente_3.mp4,7275.0,1,4.0,airplane,0.31787109375,232.75,74.5625,69.0,20.8125
Airplane_Voando - frente_3.mp4,7276.0,1,4.0,airplane,0.31494140625,232.25,74.75,67.75,21.6875
Airplane_Voando - frente_3.mp4,7278.0,1,4.0,airplane,0.27197265625,232.375,75.25,59.375,22.125
Airplane_Voando - frente_3.mp4,7282.0,1,4.0,airplane,0.27783203125,233.875,75.6875,60.625,20.5
Airplane_Voando - frente_3.mp4,7283.0,1,4.0,airplane,0.2763671875,235.0,75.125,61.25,20.8125
Airplane_Voando - frente_3.mp4,7284.0,1,4.0,airplane,0.3037109375,237.25,74.0625,69.0,21.4375
Airplane_Voando - frente_3.mp4,7285.0,1,4.0,airplane,0.32177734375,237.125,73.875,72.625,20.8125
Airplane_Voando - frente_3.mp4,7286.0,1,4.0,airplane,0.322021484375,237.125,73.4375,72.875,22.0
Airplane_Voando - frente_3.mp4,7287.0,1,4.0,airplane,0.287353515625,239.0,72.8125,70.75,22.4375
Airplane_Voando - frente_3.mp4,7288.0,1,4.0,airplane,0.39990234375,236.875,73.3125,73.625,22.1875
Airplane_Voando - frente_3.mp4,7289.0,1,4.0,airplane,0.383544921875,238.5,71.5625,70.75,23.5625
Airplane_Voando - frente_3.mp4,7290.0,1,4.0,airplane,0.33154296875,240.375,70.375,70.625,26.6875
Airplane_Voando - frente_3.mp4,7291.0,1,4.0,airplane,0.4951171875,243.75,70.5625,68.25,26.375
Airplane_Voando - frente_3.mp4,7294.0,1,4.0,airplane,0.29345703125,249.125,71.75,55.625,24.125
Airplane_Voando - frente_3.mp4,7295.0,1,4.0,airplane,0.361083984375,250.75,72.25,49.5,23.6875
Airplane_Voando - frente_3.mp4,7297.0,1,4.0,airplane,0.313232421875,251.25,73.875,55.0,20.0625
Airplane_Voando - frente_3.mp4,7298.0,1,4.0,airplane,0.32470703125,249.25,70.5,61.5,23.1875
Airplane_Voando - frente_3.mp4,7299.0,2,4.0,airplane,0.273193359375,250.0,73.1875,59.75,20.125
Airplane_Voando - frente_3.mp4,7302.0,1,4.0,airplane,0.346923828125,250.75,71.625,54.0,21.625
Airplane_Voando - frente_3.mp4,7303.0,1,4.0,airplane,0.401123046875,250.0,71.25,62.5,19.5
Airplane_Voando - frente_3.mp4,7308.0,1,4.0,airplane,0.334228515625,250.875,70.25,44.375,22.0625
Airplane_Voando - frente_3.mp4,7321.0,1,4.0,airplane,0.30126953125,251.625,71.375,49.375,16.625
Airplane_Voando - frente_3.mp4,7322.0,1,4.0,airplane,0.251220703125,255.625,70.8125,43.875,18.375
Airplane_Voando - frente_3.mp4,7323.0,1,4.0,airplane,0.262451171875,254.5,70.375,45.0,18.125
